"region","district","L3","L4","L5","lon","lat"
"Iburasirazuba","Kayonza","Ndego","Kiyovu","Gasabo",30.69339517997,-2.00295262718768
"Amajyaruguru","Gicumbi","Mutete","Nyarubuye","Ruhondo",30.0761506200577,-1.69429463436864
"Amajyaruguru","Rulindo","Rusiga","Kirenge","Kigarama",29.929809991091,-1.78080588456286
"Amajyepfo","Nyamagabe","Nkomane","Mutengeri","Kavumu",29.378769495223,-2.33531731136442
"Amajyepfo","Nyanza","Muyira","Nyundo","Nzoga",29.8807714366188,-2.34674724139645
"Amajyepfo","Muhanga","Nyarusange","Ngaru","Rukamiro",29.6373345609137,-2.09615806664647
"Amajyaruguru","Rulindo","Kisaro","Kigarama","Nyantabo",30.0446277372488,-1.64885407449741
"Iburasirazuba","Ngoma","Mutenderi","Kibare","Kabombo",30.4662130466719,-2.29833652394857
"Amajyaruguru","Rulindo","Base","Rwamahwa","Cyondo",29.8735158018313,-1.62456032482062
"Iburasirazuba","Rwamagana","Mwulire","Mwulire","Munini Ii",30.3892894363063,-1.98850438263387
"Amajyaruguru","Gakenke","Mataba","Gikombe","Munini",29.7226856749403,-1.74490888809171
"Iburasirazuba","Kirehe","Gahara","Muhamba","Muhero",30.486544511303,-2.33689292768667
"Iburengerazuba","Nyamasheke","Rangiro","Banda","Gahira",29.2214118041679,-2.45358923184266
"Iburasirazuba","Gatsibo","Gasange","Viro","Gahara Ii",30.2675714785388,-1.77972492832691
"Amajyepfo","Nyamagabe","Tare","Buhoro","Nyabwoma",29.5321135604076,-2.51507352738194
"Iburasirazuba","Nyagatare","Kiyombe","Kabungo","Gorora",30.1189982618597,-1.43983478771502
"Amajyepfo","Huye","Huye","Sovu","Karuhayi",29.7032904571822,-2.56404647475118
"Amajyaruguru","Gicumbi","Rushaki","Gitega","Bugwe",30.1347256365185,-1.51668991896423
"Amajyepfo","Gisagara","Gikonko","Gasagara","Karukambira",29.8359656020286,-2.48175260897147
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.7045439907347,-1.5746357724826
"Amajyepfo","Kamonyi","Nyarubaka","Gitare","Karora",29.8106806452483,-2.10458394024621
"Iburengerazuba","Ngororero","Nyange","Gaseke","Gaseke",29.6193083215178,-2.07567318233612
"Iburasirazuba","Nyagatare","Katabagemu","Nyakigando","Byimana",30.348686382442,-1.46932217231279
"Iburasirazuba","Gatsibo","Gitoki","Cyabusheshe","Kivuba",30.3486353333644,-1.68583413686555
"Amajyepfo","Kamonyi","Kayenzi","Kirwa","Gisizi",29.8758123410285,-1.88406417205583
"Amajyepfo","Nyaruguru","Ruheru","Ruyenzi","Zirambi",29.4223160391909,-2.75570545848337
"Iburasirazuba","Kayonza","Kabare","Kirehe","Rwagatera",30.6754604711876,-2.09973956279081
"Iburengerazuba","Karongi","Mubuga","Murangara","Murangara",29.2997354941314,-2.10656405032143
"Iburasirazuba","Ngoma","Rukira","Kibatsi","Kagarama",30.6056676667465,-2.13960933850173
"Amajyaruguru","Musanze","Nyange","Ninda","Kabari",29.6439631393925,-1.42596448445884
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Kiyonza",30.7338306856657,-1.78013805655909
"Iburengerazuba","Ngororero","Nyange","Gaseke","Ngobagoba",29.5990437618143,-2.06871009873336
"Iburengerazuba","Rutsiro","Rusebeya","Mberi","Marimba",29.4796579271039,-1.93892330375715
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.6009253592738,-1.54870503165985
"Amajyepfo","Nyamagabe","Kitabi","Uwingugu","Uwurunazi",29.4714304723331,-2.56420026236088
"Iburengerazuba","Karongi","Murundi","Kabaya","Karambo",29.6103267629552,-2.1004171593202
"Iburasirazuba","Nyagatare","Tabagwe","Gitengure","Bitibyoma",30.2880052278108,-1.2882585303773
"Iburasirazuba","Kayonza","Kabare","Kirehe","Rushenyi",30.6799371388071,-2.07046763549238
"Iburengerazuba","Rusizi","Bweyeye","Nyamuzi","Gakopfo",29.2666853657257,-2.60077575573631
"Iburengerazuba","Ngororero","Bwira","Bungwe","Kirwa",29.5854435556316,-1.93541171000464
"Iburasirazuba","Nyagatare","Rwempasha","Kabare","Gituro",30.37364321227,-1.23280721482098
"Amajyepfo","Nyamagabe","Uwinkingi","Rugogwe","Subukiniro",29.4037729065501,-2.49133866338729
"Iburasirazuba","Kirehe","Nyamugari","Kagasa","Rebero",30.808693602851,-2.33343002112635
"Iburengerazuba","Rutsiro","Ruhango","Rundoyi","Matyazo",29.3918307194515,-1.81846260853954
"Iburasirazuba","Kayonza","Kabarondo","Cyabajwa","Rugwagwa",30.5379600789892,-2.00357677277789
"Amajyepfo","Nyaruguru","Nyabimata","Mishungero","Mishungero",29.3795802328785,-2.76888121924132
"Iburasirazuba","Nyagatare","Nyagatare","Nsheke","Kabare",30.3848725315886,-1.26449835766808
"Iburengerazuba","Ngororero","Ndaro","Kinyovi","Gahunga",29.5832174040028,-1.97601774584496
"Iburasirazuba","Bugesera","Gashora","Mwendo","Gaharwa",30.2476900978934,-2.26230495750321
"Iburasirazuba","Nyagatare","Karangazi","Rwenyemera","Kayishunika",30.4050003122593,-1.45413785981307
"Amajyaruguru","Gicumbi","Mutete","Nyarubuye","Kavumu",30.094164293393,-1.69222265238087
"Amajyaruguru","Rulindo","Ngoma","Kabuga","Rubona",29.9590814934988,-1.79012368420002
"Amajyepfo","Nyaruguru","Kibeho","Mubuga","Nyarusovu",29.5617471799225,-2.69823017009522
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.5875051597808,-1.36817698776131
"Iburengerazuba","Rutsiro","Mushubati","Bumba","Kamushozi",29.385162595008,-1.98995737657999
"Amajyepfo","Huye","Karama","Gahororo","Uwarugondo",29.6358663702137,-2.61987270757693
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Mucucu",30.6774979809678,-1.70286448317806
"Iburasirazuba","Bugesera","Rweru","Nemba","Kimvubu",30.2117270813713,-2.31158867189868
"Iburengerazuba","Nyabihu","Kabatwa","Gihorwe","Kaminuza",29.4188255239799,-1.58172638789662
"Amajyepfo","Ruhango","Byimana","Ntenyo","Nyabisindu",29.7859617028977,-2.14948474466617
"Iburasirazuba","Bugesera","Nyamata","Kayumba","Gatare",30.0628840426995,-2.13863316794793
"Amajyepfo","Gisagara","Muganza","Saga","Nyagafumberi",29.8971930654956,-2.69451290213375
"Amajyaruguru","Musanze","Nyange","Muhabura","Jite",29.6552155998759,-1.43058941705548
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Buhabwa",30.5490955496546,-1.6789350871147
"Amajyepfo","Nyaruguru","Nyagisozi","Nyagisozi","Ryabidandi",29.6158841378717,-2.74613266177085
"Iburengerazuba","Rubavu","Kanama","Mahoko","Kabindi",29.3535510488595,-1.70524110159372
"Iburasirazuba","Kirehe","Mpanga","Nasho","Nyawera I",30.8714711359126,-2.09955623975686
"Iburengerazuba","Nyamasheke","Kirimbi","Muhororo","Nyagacaca",29.2121553776835,-2.27737206250906
"Iburasirazuba","Gatsibo","Kabarore","Simbwa","Kibondo I",30.339652958684,-1.52786303358851
"Amajyaruguru","Gakenke","Rushashi","Joma","Nyagasozi",29.8555040249889,-1.71914402855368
"Amajyepfo","Nyaruguru","Kibeho","Mubuga","Mubuga",29.5594810304048,-2.69143592404349
"Iburengerazuba","Karongi","Gitesi","Ruhinga","Muramba",29.4302816268914,-2.12130897969975
"Amajyaruguru","Gicumbi","Rwamiko","Cyeru","Bugarura",30.202259502199,-1.75875031011425
"Amajyepfo","Kamonyi","Nyarubaka","Gitare","Remera",29.8084293347854,-2.10456226693315
"Iburasirazuba","Nyagatare","Kiyombe","Gitenga","Rwagakuba",30.152788371973,-1.41763286240393
"Iburengerazuba","Nyamasheke","Karambi","Gasovu","Gasamba",29.2909930149457,-2.33226932791992
"Iburengerazuba","Ngororero","Kabaya","Kabaya","Bitare",29.5426111179081,-1.75444331337925
"Iburasirazuba","Kirehe","Musaza","Gasarabwayi","Rwinyundo",30.6307921328817,-2.38347392098306
"Amajyepfo","Nyaruguru","Kivu","Gahurizo","Gasezo",29.4331957774712,-2.57966445621694
"Iburasirazuba","Bugesera","Juru","Kabukuba","Majanja",30.2227072227952,-2.07930335451346
"Iburasirazuba","Nyagatare","Matimba","Bwera","Rugaga",30.4548067685199,-1.16379490629043
"Iburengerazuba","Ngororero","Gatumba","Gatsibo","Shyogi",29.6687414428353,-1.956521350442
"Iburengerazuba","Nyabihu","Karago","Karengera","Remera",29.5313506902473,-1.66405975029324
"Amajyepfo","Nyamagabe","Kibirizi","Bugarura","Nyakibyeyi",29.5635129470521,-2.44988455586425
"Iburasirazuba","Nyagatare","Nyagatare","Kamagiri","Kamagiri",30.3915780267137,-1.32094530554305
"Iburengerazuba","Rutsiro","Murunda","Kirwa","Ruhanga",29.4301165190076,-1.88654031939147
"Iburasirazuba","Kirehe","Kigarama","Nyakerera","Ryamukaza",30.6735665289055,-2.36586597701525
"Amajyaruguru","Gicumbi","Kageyo","Gihembe","Nyirabadugu",30.0739059041552,-1.59726823891254
"Amajyepfo","Muhanga","Nyabinoni","Nyarusozi","Kanombe",29.6731653524235,-1.76247795305944
"Umujyi wa Kigali","Kicukiro","Masaka","Gako","Butangampundu",30.2293916018142,-1.99364049916457
"Iburengerazuba","Rusizi","Nyakarenzo","Kabuye","Nyungu",28.8953219406908,-2.56370814296341
"Iburasirazuba","Kirehe","Gahara","Rubimba","Rununga",30.4955763788341,-2.35051979182776
"Amajyaruguru","Burera","Gatebe","Musenda","Sunzu",29.9883511415211,-1.56480932891876
"Iburengerazuba","Karongi","Ruganda","Kinyovu","Bizitiro",29.4866326423825,-2.20084273538717
"Amajyepfo","Muhanga","Rongi","Gasharu","Karama",29.7339497750718,-1.7878949790124
"Iburasirazuba","Ngoma","Kazo","Karama","Kabimba",30.5268636267415,-2.17262963715252
"Amajyepfo","Kamonyi","Mugina","Mugina","Kireka",30.0020516929675,-2.10193113228068
"Amajyaruguru","Gakenke","Coko","Nyanza","Kavumu",29.8014816202641,-1.77276267275689
"Iburasirazuba","Kirehe","Mushikiri","Rwayikona","Kabuga",30.7296244395898,-2.18375321293435
"Amajyaruguru","Musanze","Nyange","Muhabura","Micaca",29.655237931113,-1.39223151127612
"Iburasirazuba","Ngoma","Mutenderi","Kibare","Rwakaza",30.4301666152164,-2.29346064410252
"Iburengerazuba","Nyamasheke","Bushekeri","Buvungira","Gasebeya",29.1044034548137,-2.45934037548029
"Amajyaruguru","Gicumbi","Mutete","Musenyi","Kimisugi",30.100920053444,-1.70357124939983
"Amajyepfo","Huye","Rwaniro","Gatwaro","Amarongi",29.7188343890389,-2.44679999463248
"Iburasirazuba","Gatsibo","Rwimbogo","Rwikiniro","Byimana",30.4702591565953,-1.66681937039617
"Iburengerazuba","Rutsiro","Mukura","Mwendo","Kabisasa",29.5314911994652,-2.03647237804418
"Amajyepfo","Kamonyi","Gacurabwenge","Nkingo","Kamonyi",29.9074142845706,-2.01751073922449
"Amajyaruguru","Musanze","Nyange","Kabeza","Kansoro",29.6102001814818,-1.42337222595999
"Iburasirazuba","Bugesera","Shyara","Rutare","Shyara",30.002257257362,-2.27795013277264
"Umujyi wa Kigali","Gasabo","Rutunga","Kigabiro","Karwiru",30.1910319590253,-1.86240495737216
"Iburasirazuba","Ngoma","Mugesera","Mugatare","Kampara",30.4006379031061,-2.0901299768148
"Amajyepfo","Nyaruguru","Busanze","Shororo","Bukinga",29.4988713688318,-2.76541309764797
"Umujyi wa Kigali","Kicukiro","Masaka","Mbabe","Mbabe",30.2046351077293,-2.01369474093229
"Iburasirazuba","Nyagatare","Mukama","Gishororo","Kabukunzi",30.2023181131501,-1.43845275771735
"Amajyepfo","Gisagara","Kigembe","Rusagara","Kigarama",29.7486251590713,-2.70895003566097
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Kiyonza",30.769868362839,-1.73317762155313
"Iburengerazuba","Rubavu","Rugerero","Rugerero","Kibaya",29.2950387025853,-1.68888814066679
"Amajyepfo","Nyamagabe","Musange","Masangano","Nyakabuye",29.6015500052375,-2.29897848257715
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Kiyonza",30.7000601013442,-1.84742276848243
"Iburengerazuba","Karongi","Rubengera","Gisanze","Kigabiro",29.4009509980209,-2.03751037871652
"Iburasirazuba","Kirehe","Kigina","Rugarama","Byimana",30.6846178872836,-2.22388107939215
"Iburasirazuba","Bugesera","Mareba","Gakomeye","Gitwa",30.0382544151962,-2.25573274540124
"Iburengerazuba","Rubavu","Nyakiriba","Nyarushyamba","Ruhangiro",29.3377969118716,-1.66446301110193
"Iburasirazuba","Gatsibo","Murambi","Rwankuba","Akarambo",30.3374085917693,-1.84811698693128
"Amajyepfo","Huye","Gishamvu","Nyumba","Akagahaya",29.6876929525427,-2.64292143292082
"Iburengerazuba","Ngororero","Hindiro","Gatare","Nyagasozi",29.6124024358485,-1.81605165252941
"Amajyaruguru","Gicumbi","Ruvune","Kabare","Buyanja",30.1999999212885,-1.68203141660204
"Amajyepfo","Muhanga","Muhanga","Remera","Munzereri",29.7272968362393,-1.99770844651546
"Iburasirazuba","Bugesera","Kamabuye","Kampeka","Masangano",30.1307520607588,-2.37397787209488
"Iburengerazuba","Rubavu","Nyamyumba","Busoro","Kanajana",29.2950462012782,-1.76112128980816
"Iburasirazuba","Ngoma","Zaza","Nyagasozi","Rubati",30.4119585748881,-2.14664120923531
"Iburasirazuba","Bugesera","Kamabuye","Kampeka","Byimana",30.1757992055056,-2.37893031911051
"Iburengerazuba","Rubavu","Cyanzarwe","Kinyanzovu","Kanyentambi",29.3085425829344,-1.63709994909254
"Iburasirazuba","Nyagatare","Nyagatare","Bushoga","Cyabahanga",30.323989711354,-1.34727831570191
"Amajyepfo","Nyanza","Nyagisozi","Kirambi","Mwezi",29.6557046535664,-2.38752107479233
"Iburasirazuba","Kirehe","Gahara","Nyakagezi","Rurama",30.4932336027198,-2.29184246906835
"Amajyepfo","Nyanza","Mukingo","Ngwa","Biroro",29.7546004842379,-2.28009572936056
"Amajyaruguru","Gicumbi","Rubaya","Gihanga","Runaba",29.9973836332179,-1.48820097073883
"Iburasirazuba","Nyagatare","Karangazi","Nyamirama","Kayange Ii",30.6482733525352,-1.45226698492919
"Amajyepfo","Kamonyi","Karama","Bitare","Kajevuba",29.8510867709736,-1.956031282318
"Iburengerazuba","Karongi","Murambi","Muhororo","Kananira",29.5676336526884,-2.17450619588398
"Amajyepfo","Nyamagabe","Cyanika","Karama","Karama",29.6017543367389,-2.43443134500707
"Iburengerazuba","Rutsiro","Nyabirasi","Ngoma","Gashihe",29.4188281368115,-1.7826027288221
"Iburasirazuba","Bugesera","Mayange","Mbyo","Cyaruhiririra",30.1711643324582,-2.29313788128949
"Iburasirazuba","Rwamagana","Karenge","Kangamba","Kangamba",30.2700313698717,-2.11136470268949
"Iburasirazuba","Nyagatare","Karangazi","Rwenyemera","Imishongi",30.4094979399377,-1.46771673620588
"Iburengerazuba","Nyabihu","Mukamira","Gasizi","Kamiro",29.4661022900682,-1.53027537549231
"Amajyepfo","Nyaruguru","Busanze","Runyombyi","Shwima",29.5282004539969,-2.79277065241652
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.817181323675,-1.62321797258877
"Iburasirazuba","Bugesera","Mayange","Kagenge","Gitaramuka",30.1462709684603,-2.2003792403684
"Iburengerazuba","Rubavu","Kanama","Yungwe","Rugege",29.4008113610919,-1.6831188078904
"Iburasirazuba","Rwamagana","Muhazi","Ntebe","Urugero",30.4748067431428,-1.86759075623325
"Iburengerazuba","Rusizi","Butare","Gatereri","Nyakibanda",29.0911233679032,-2.58570279324661
"Iburasirazuba","Nyagatare","Rwempasha","Rwempasha","Rwahi",30.3061014717946,-1.20952529418258
"Iburasirazuba","Kayonza","Kabare","Rubimba","Kamuhabura",30.6461903198099,-2.11522106240066
"Iburengerazuba","Karongi","Gitesi","Rwariro","Kirwa",29.443821765313,-2.1575543934082
"Iburasirazuba","Nyagatare","Rwempasha","Rutare","Rutare",30.3127847518603,-1.28175948480059
"Amajyepfo","Muhanga","Cyeza","Nyarunyinya","Gatete",29.7970874789097,-2.00289614774068
"Amajyepfo","Nyaruguru","Kibeho","Mpanda","Munege",29.5953873560453,-2.63982657603319
"Amajyepfo","Nyanza","Busasamana","Rwesero","Nyabisindu",29.7299560425224,-2.36338146741713
"Amajyepfo","Muhanga","Rugendabari","Kanyana","Muheta",29.7002342781056,-1.91845760460351
"Iburengerazuba","Rutsiro","Mukura","Mwendo","Kagogo",29.5067358299709,-2.04075442636175
"Iburasirazuba","Kirehe","Mpanga","Nyakabungo","Cyamuhabura",30.8218946709483,-2.09226354641649
"Iburengerazuba","Rutsiro","Mukura","Kageyo","Kigeyo",29.477436476523,-1.98630465595018
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.6550725702507,-1.38695768755807
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Kidugudu",30.4883038730386,-1.53170453813448
"Iburengerazuba","Nyamasheke","Ruharambuga","Wimana","Nyarushwati",29.0481844662591,-2.48143851614281
"Amajyepfo","Gisagara","Kansi","Akaboti","Rugarama",29.7508560097415,-2.69993966616779
"Iburasirazuba","Nyagatare","Kiyombe","Karujumba","Kagorogoro",30.1482755120317,-1.43337425524047
"Amajyaruguru","Rulindo","Ngoma","Mugote","Rukoma",29.9996110851838,-1.79729880141343
"Iburasirazuba","Ngoma","Kibungo","Cyasemakamba","Bwiza",30.5516161399058,-2.15032799248087
"Iburasirazuba","Nyagatare","Katabagemu","Katabagemu","Kagogo",30.2901331757926,-1.46418951304343
"Iburengerazuba","Rutsiro","Murunda","Kirwa","Ruhanga",29.4233636123857,-1.88421952070177
"Amajyepfo","Gisagara","Kigembe","Agahabwa","Ruhuha",29.7261735288875,-2.7358384565972
"Amajyepfo","Kamonyi","Runda","Muganza","Musebeya",29.9749138879534,-1.95273686738302
"Iburasirazuba","Bugesera","Musenyi","Nyagihunika","Kiruhura",30.049455772966,-2.21070991491705
"Iburasirazuba","Nyagatare","Tabagwe","Nyagatoma","Agafaro",30.2091606455626,-1.31447914006743
"Iburengerazuba","Ngororero","Kageyo","Mukore","Kabuhake",29.6034165924418,-1.86561698409441
"Iburasirazuba","Kirehe","Nyarubuye","Nyarutunga","Remera",30.7769265271826,-2.17522809972236
"Iburengerazuba","Rusizi","Giheke","Cyendajuru","Kibakure",28.9604035246483,-2.4648743714165
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.6549791261501,-1.58987874358686
"Amajyepfo","Ruhango","Byimana","Mahembe","Nyabisindu",29.7657147426698,-2.16283312801526
"Amajyaruguru","Burera","Ruhunde","Gaseke","Rukwavu",29.9118056476957,-1.54598200892469
"Amajyepfo","Gisagara","Gikonko","Mbogo","Kirivuga",29.8989803932596,-2.46654491334155
"Amajyaruguru","Musanze","Nyange","Muhabura","Micaca",29.6462325725498,-1.39439785911135
"Iburasirazuba","Ngoma","Mutenderi","Mutenderi","Kibaya",30.4707081347507,-2.29161422784143
"Amajyaruguru","Gakenke","Karambo","Karambo","Bataga",29.8442503303178,-1.6107290769611
"Iburasirazuba","Rwamagana","Munyaga","Nkungu","Rudashya",30.4433853317342,-2.03868632342921
"Amajyepfo","Nyamagabe","Kitabi","Kagano","Kintobo",29.397118218391,-2.54547196482445
"Iburasirazuba","Kayonza","Gahini","Kahi","Rukore",30.5919003603127,-1.74704486894075
"Iburengerazuba","Nyabihu","Rambura","Nyundo","Nyempanika",29.51784596374,-1.66844289676236
"Iburengerazuba","Nyamasheke","Mahembe","Nyakavumu","Nyarusiza",29.306665981436,-2.27144597301951
"Iburasirazuba","Gatsibo","Rwimbogo","Rwikiniro","Ndama Ii",30.5018099628892,-1.55891010704504
"Amajyepfo","Nyamagabe","Kibumbwe","Kibibi","Gatandaganya",29.5116636013601,-2.40199970669369
"Iburengerazuba","Nyabihu","Muringa","Mulinga","Kivugiza",29.5178513826428,-1.74743455700916
"Amajyepfo","Kamonyi","Musambira","Karengera","Mbari",29.8354024146679,-2.05742969759625
"Iburengerazuba","Nyamasheke","Macuba","Rugari","Gitwa",29.1761554234439,-2.28156766703543
"Iburasirazuba","Nyagatare","Rukomo","Gashenyi","Rurembo",30.2496540690983,-1.36903688427054
"Iburasirazuba","Bugesera","Rweru","Kintambwe","Nyiragiseke",30.2928594601,-2.34849209739351
"Iburasirazuba","Kayonza","Kabarondo","Rusera","Rurama",30.5447142927671,-1.99913626312868
"Iburengerazuba","Karongi","Gitesi","Gasharu","Nyarukeri",29.4415640955204,-2.15076096331267
"Amajyaruguru","Gicumbi","Giti","Murehe","Cyamabano",30.2405416314375,-1.75237734904116
"Iburasirazuba","Bugesera","Juru","Mugorore","Kajevuba",30.2587708671855,-2.11125136593235
"Iburengerazuba","Rutsiro","Boneza","Remera","Rusororo",29.3108637776429,-1.93734644141221
"Amajyepfo","Gisagara","Mamba","Gakoma","Gakomeye",29.9416905105684,-2.42632234517779
"Amajyaruguru","Gakenke","Coko","Nyanza","Gikamba",29.8284982715001,-1.77979897612407
"Amajyepfo","Kamonyi","Kayenzi","Nyamirama","Bushara",29.8127731889287,-1.87893152375824
"Umujyi wa Kigali","Nyarugenge","Mageregere","Nyarufunzo","Rubete",30.0537584530634,-2.00767191789816
"Iburengerazuba","Ngororero","Nyange","Gaseke","Ngobagoba",29.5967870637238,-2.06191726524176
"Iburengerazuba","Ngororero","Muhororo","Bweramana","Ruhanga",29.6124355641043,-1.89955769965635
"Iburasirazuba","Gatsibo","Kiramuruzi","Akabuga","Nduba",30.3869361041726,-1.78322019248377
"Iburasirazuba","Gatsibo","Rwimbogo","Munini","Gikobwa",30.6121878949144,-1.55108208749674
"Iburengerazuba","Rusizi","Bweyeye","Nyamuzi","Gakopfo",29.282413410199,-2.58736355309918
"Iburasirazuba","Nyagatare","Karangazi","Ndama","Akayange",30.6280261113835,-1.40695146717445
"Iburengerazuba","Karongi","Rugabano","Gitega","Mutotozi",29.4505251685452,-2.10795151295785
"Iburasirazuba","Kirehe","Kigarama","Nyakerera","Nyabubare",30.6667562144365,-2.33421738389709
"Iburengerazuba","Rusizi","Bugarama","Ryankana","Gombaniro",29.0374086245622,-2.72980470123142
"Iburasirazuba","Nyagatare","Musheri","Rugarama I","Karuca",30.4143124242302,-1.12501895487568
"Amajyepfo","Nyamagabe","Buruhukiro","Kizimyamuriro","Uwinzira",29.2844374003137,-2.46092066465649
"Iburasirazuba","Nyagatare","Karangazi","Kamate","Buhongoro",30.4095492956869,-1.38202464696279
"Iburengerazuba","Rusizi","Rwimbogo","Rubugu","Ntenyi",28.9584073368609,-2.60941777863063
"Iburasirazuba","Kirehe","Musaza","Nganda","Gacuba Ii",30.6036278323548,-2.30199074815888
"Umujyi wa Kigali","Nyarugenge","Muhima","Kabasengerezi","Intwari",30.062720662044,-1.94232900464574
"Amajyepfo","Kamonyi","Rugarika","Sheli","Gatovu",29.9614334776013,-1.99547602378487
"Iburengerazuba","Nyabihu","Mukamira","Gasizi","Kamiro",29.5021030910818,-1.56899034156917
"Iburasirazuba","Ngoma","Gashanda","Munege","Kanege",30.4705942669576,-2.20814597088029
"Amajyaruguru","Gakenke","Busengo","Kamina","Mwendo",29.7339394954033,-1.62091090918957
"Amajyepfo","Huye","Gishamvu","Shori","Cyambwe",29.7080186123234,-2.6724568037198
"Amajyepfo","Kamonyi","Kayenzi","Cubi","Kamabuye",29.8375305178206,-1.86337857865638
"Amajyepfo","Muhanga","Cyeza","Kivumu","Takwe",29.7790997208895,-2.03206054038359
"Amajyepfo","Nyamagabe","Kaduha","Kavumu","Kabuga",29.5385926147776,-2.34806252521494
"Amajyepfo","Nyanza","Kibilizi","Mbuye","Gihama",29.9281137685543,-2.38556709964546
"Iburasirazuba","Nyagatare","Musheri","Rugarama I","Karuca",30.4142920379503,-1.14080209272907
"Iburasirazuba","Kayonza","Rwinkwavu","Mukoyoyo","Vungiro",30.6640753935696,-1.95753901465034
"Iburengerazuba","Rusizi","Bweyeye","Nyamuzi","Gakopfo",29.2891308324159,-2.56935621638694
"Iburengerazuba","Karongi","Rwankuba","Nyakamira","Nyarushekera",29.4235796341188,-2.17091313753852
"Umujyi wa Kigali","Kicukiro","Gahanga","Murinja","Rukore",30.1078372454025,-2.05333606816381
"Iburasirazuba","Nyagatare","Nyagatare","Ryabega","Marongero",30.3780321691954,-1.36138963644203
"Iburasirazuba","Ngoma","Mutenderi","Muzingira","Rusave",30.5134679398429,-2.26497802748944
"Amajyaruguru","Gakenke","Muhondo","Rwinkuba","Ruhorobero",29.8667791261093,-1.81176805257177
"Iburasirazuba","Kayonza","Murundi","Buhabwa","Mucucu",30.6301931296658,-1.62568744400985
"Amajyepfo","Gisagara","Save","Rwanza","Ryamaguri",29.7820973494044,-2.56928800196926
"Iburengerazuba","Nyamasheke","Gihombo","Gitwa","Gasagara",29.2322985443083,-2.18271780128165
"Amajyepfo","Ruhango","Mbuye","Kizibere","Kizibere",29.8152456733761,-2.16556379772286
"Iburasirazuba","Gatsibo","Rwimbogo","Nyamatete","Kidugudu",30.4702712334042,-1.57661282927808
"Amajyepfo","Nyamagabe","Buruhukiro","Munini","Uwinzovu",29.3991653967077,-2.42807449824366
"Umujyi wa Kigali","Gasabo","Bumbogo","Nyabikenke","Kamutamu",30.1572671149821,-1.89138958724418
"Amajyepfo","Ruhango","Kinihira","Gitinda","Remera",29.6351533014195,-2.16611011293446
"Iburasirazuba","Gatsibo","Remera","Rurenge","Akagarama",30.3351238736265,-1.71501401654061
"Iburasirazuba","Ngoma","Mutenderi","Muzingira","Gatonde",30.5179956464289,-2.28081480778415
"Iburengerazuba","Rutsiro","Nyabirasi","Busuku","Bwiza",29.4300750591231,-1.75110981900043
"Iburengerazuba","Nyamasheke","Cyato","Bisumo","Ruhengeri",29.2257738237984,-2.36330048190354
"Iburasirazuba","Kayonza","Gahini","Kahi","Nyamiyaga",30.6369562126336,-1.76105699544364
"Amajyaruguru","Gakenke","Busengo","Mwumba","Kabuga",29.7114272561062,-1.6319705006858
"Amajyepfo","Gisagara","Musha","Bukinanyana","Kigoma",29.842816764679,-2.53373426003852
"Iburasirazuba","Bugesera","Mayange","Kibirizi","Rwakibirizi",30.1687714980434,-2.18480743103236
"Amajyaruguru","Burera","Nemba","Rubona","Butunda",29.9027865641094,-1.60454951373396
"Iburasirazuba","Gatsibo","Kiziguro","Rubona","Akagarama",30.4387359421014,-1.77023016079926
"Iburengerazuba","Ngororero","Muhanda","Rutagara","Gaseke",29.4841106249722,-1.83062191294446
"Iburasirazuba","Kayonza","Rwinkwavu","Mbarara","Mbarara Ii",30.5717238673148,-1.9700983359097
"Iburengerazuba","Rusizi","Nyakabuye","Gaseke","Rubona",29.0033261547925,-2.56462338013804
"Iburasirazuba","Kayonza","Mwiri","Kageyo","Kiyonza",30.6865509762907,-1.86531846238412
"Amajyepfo","Ruhango","Ruhango","Buhoro","Rwinkuba",29.7972706469694,-2.19698919290049
"Iburengerazuba","Ngororero","Bwira","Bungwe","Rutoyi",29.5809469510245,-1.94439708095752
"Iburengerazuba","Rusizi","Nkungu","Kiziguro","Mpinga",28.9942454012213,-2.51937185970977
"Iburasirazuba","Kirehe","Gahara","Murehe","Nyamugari",30.4933569230482,-2.37080099121115
"Iburasirazuba","Gatsibo","Gitoki","Bukomane","Muburembo",30.3756629619264,-1.64552089724139
"Iburengerazuba","Nyabihu","Mukamira","Rurengeri","Kibugazi",29.5156032961748,-1.58943249198187
"Iburasirazuba","Ngoma","Jarama","Ihanika","Nyamugari",30.3760548721628,-2.25456338342442
"Amajyepfo","Nyaruguru","Munini","Ntwali","Kabirizi",29.5189712448313,-2.69559000899915
